idx,price(GBP),weight,process,destination,roast,blend,arabica_robusta,origin,weight(g),price_per_kg
596,2.98,250 g,,espresso,dark,beans,40/60,,250,11.92
597,5.98,500 g,,espresso,dark,beans,40/60,,500,11.96
598,9.98,1 kg,,espresso,dark,beans,40/60,,1000,9.98
599,12.98,1 kg,,espresso,dark,beans,90/10,,1000,12.98
600,19.98,1 kg,,espresso,dark,beans,78/22,"Brazylia, Indie",1000,19.98
601,18.4,1 kg,,espresso,dark,beans,85/15,,1000,18.4
602,5.98,250 g,,espresso,dark,beans,85/15,,250,23.92
603,5.98,250 g,Washed,espresso,dark,beans,100% Arabica,Peru,250,23.92
604,35.8,1 kg,Natural,espresso,dark,beans,100% Arabica,Salwador,1000,35.8
605,10.4,250 g,Natural,espresso,dark,beans,100% Arabica,Salwador,250,41.6
606,7.18,250 g,Washed,espresso,dark,beans,100% Arabica,Etiopia,250,28.72
607,7.18,250 g,Washed,espresso,dark,ground,100% Arabica,Etiopia,250,28.72
608,13.18,500 g,Washed,espresso,dark,beans,100% Arabica,Etiopia,500,26.36
609,23.98,1 kg,Washed,espresso,dark,beans,100% Arabica,"Etiopia, Gwatemala",1000,23.98
610,13.18,500 g,Washed,espresso,dark,beans,100% Arabica,"Etiopia, Gwatemala",500,26.36
611,19.98,1 kg,Washed,espresso,dark,beans,75/25,"Salwador, Indie",1000,19.98
612,5.05,250 g,,espresso,dark,beans,100% Arabica,Brazylia,250,20.2
613,9.34,250 g,Natural,espresso,dark,beans,100% Arabica,Salwador,250,37.36
614,5.98,250 g,,espresso,dark,ground,100% Arabica,,250,23.92
615,5.98,250 g,,espresso,dark,beans,100% Arabica,,250,23.92
616,5.98,250 g,,espresso,dark,ground,80/20,,250,23.92
617,5.98,250 g,,espresso,dark,beans,80/20,,250,23.92
618,13.98,1 kg,,espresso,dark,beans,60/40,,1000,13.98
619,21.8,1 kg,,espresso,dark,beans,90/10,,1000,21.8
620,11,1 kg,,espresso,dark,beans,60/40,,1000,11
621,16.4,1 kg,,espresso,dark,beans,55/45,,1000,16.4
622,6.2,250 g,,espresso,dark,ground,100% Arabica,,250,24.8
623,19.8,1 kg,,espresso,dark,beans,60/40,,1000,19.8
624,13.98,1 kg,,espresso,medium,beans,70/30,,1000,13.98
625,11.58,1 kg,,espresso,medium,beans,80/20,,1000,11.58
626,6.4,500 g,,espresso,medium,beans,80/20,,500,12.8
627,3.78,250 g,,espresso,medium,ground,70/30,,250,15.12
628,2.84,250 g,,espresso,medium,ground,60/40,,250,11.36
629,5.98,250 g,,espresso,medium,ground,100% Arabica,,250,23.92
630,4.98,250 g,,espresso,dark,ground,100% Arabica,,250,19.92
631,6.8,250 g,,espresso,medium,beans,100% Arabica,"Brazylia, Peru",250,27.2
632,9.8,250 g,,espresso,dark,beans,100% Arabica,,250,39.2
633,22.9,1 kg,Natural,espresso,medium,beans,100% Arabica,Rwanda,1000,22.9
634,33.8,250 g,,espresso,dark,beans,100% Arabica,,250,135.2
635,59.88,1 kg,,espresso,dark,beans,40/60,,1000,59.88
636,71.88,1 kg,,espresso,dark,beans,60/40,,1000,71.88
637,59.88,1 kg,,espresso,dark,beans,40/60,,1000,59.88
638,87.6,1 kg,,espresso,dark,beans,90/10,,1000,87.6
639,27,1 kg,,espresso,medium,,100% Arabica,,1000,27
640,26,1 kg,,espresso,medium,beans,100% Arabica,,1000,26
641,23.8,1 kg,,espresso,medium,beans,100% Arabica,,1000,23.8
642,22.8,1 kg,,espresso,medium,beans,100% Arabica,,1000,22.8
643,29.8,1 kg,,espresso,medium,beans,100% Arabica,"Kenia, Indie",1000,29.8
644,5.6,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,22.4
645,19.8,1 kg,Natural,espresso,medium,beans,100% Arabica,Brazylia,1000,19.8
646,4.2,250 g,,espresso,dark,ground,,,250,16.8
647,9,500 g,,espresso,dark,beans,50/50,,500,18
648,3.8,250 g,,espresso,dark,ground,100% Arabica,,250,15.2
649,3.4,250 g,,espresso,medium,ground,100% Arabica,,250,13.6
650,3.4,250 g,,espresso,dark,ground,,,250,13.6
651,4.2,250 g,,espresso,dark,ground,50/50,,250,16.8
652,9,500 g,,espresso,dark,beans,50/50,,500,18
653,13.18,1 kg,,espresso,dark,beans,30/70,,1000,13.18
654,17.98,1 kg,,espresso,dark,beans,100% Arabica,,1000,17.98
655,15.98,1 kg,,espresso,dark,beans,60/40,,1000,15.98
656,17.18,1 kg,,espresso,dark,beans,75/25,,1000,17.18
657,11.98,1 kg,,espresso,dark,beans,Oct-90,,1000,11.98
658,8,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,32
659,6.8,250 g,,espresso,medium,beans,100% Arabica,,250,27.2
660,7,250 g,Washed,espresso,medium,beans,100% Arabica,Chiny,250,28
661,6.4,250 g,Washed,espresso,medium,beans,100% Arabica,Kolumbia,250,25.6
662,20.4,1 kg,Natural,espresso,medium,beans,100% Arabica,Brazylia,1000,20.4
663,18.4,1 kg,Natural,espresso,medium,beans,100% Arabica,Brazylia,1000,18.4
664,5.4,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,21.6
665,21.8,1 kg,Natural,espresso,medium,beans,100% Arabica,Brazylia,1000,21.8
666,5,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,20
667,18.6,1 kg,Natural,espresso,medium,beans,100% Arabica,Brazylia,1000,18.6
668,5.4,250 g,Pulped natural,espresso,medium,beans,100% Arabica,Brazylia,250,21.6
669,20.4,1 kg,Pulped natural,espresso,medium,beans,100% Arabica,Brazylia,1000,20.4
670,18,500 g,Honey,espresso,medium,beans,100% Arabica,Kostaryka,500,36
671,5,200 g,,espresso,dark,beans,75/25,,200,25
672,6.4,250 g,,espresso,medium,beans,100% Arabica,"Brazylia, Gwatemala",250,25.6
673,21.8,1 kg,,espresso,medium,beans,100% Arabica,"Brazylia, Honduras",1000,21.8
674,6,250 g,,espresso,medium,beans,100% Arabica,"Brazylia, Honduras",250,24
675,6.8,250 g,Washed,espresso,dark,beans,100% Arabica,Gwatemala,250,27.2
676,7,250 g,Natural,espresso,medium,beans,100% Arabica,Uganda,250,28
677,22,1 kg,,espresso,medium,beans,100% Arabica,"Brazylia, Uganda",1000,22
678,6,250 g,Natural,espresso,medium,beans,100% Arabica,"Brazylia, Uganda",250,24
679,7.8,300 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,300,26
680,6.6,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,26.4
681,8,250 g,Washed i natural,espresso,medium,beans,100% Arabica,"Brazylia, Tanzania",250,32
682,20.8,1 kg,,espresso,medium,beans,100% Arabica,"Peru, Gwatemala",1000,20.8
683,7.2,250 g,,espresso,medium,beans,100% Arabica,"Peru, Gwatemala",250,28.8
684,25.2,1 kg,Washed,espresso,medium,beans,100% Arabica,Gwatemala,1000,25.2
685,7.2,250 g,Washed,espresso,medium,beans,100% Arabica,Gwatemala,250,28.8
686,5.2,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,20.8
687,19,1 kg,Natural,espresso,dark,beans,100% Arabica,Brazylia,1000,19
688,5.2,250 g,Natural,espresso,dark,beans,100% Arabica,Brazylia,250,20.8
689,24,1 kg,Washed,espresso,medium,beans,100% Arabica,Gwatemala,1000,24
690,6.6,250 g,Washed,espresso,medium,beans,100% Arabica,Gwatemala,250,26.4
691,6.6,250 g,Washed,espresso,medium,ground,100% Arabica,Gwatemala,250,26.4
692,20,1 kg,,espresso,dark,beans,100% Arabica,"Brazylia, Gwatemala",1000,20
693,5.6,250 g,,espresso,dark,beans,100% Arabica,"Brazylia, Gwatemala",250,22.4
694,19.78,1 kg,,espresso,dark,beans,100% Arabica,,1000,19.78
695,11.8,1 kg,,espresso,dark,beans,92/8,,1000,11.8
696,9.98,1 kg,,espresso,dark,beans,80/20,,1000,9.98
697,10,250 g,Washed,espresso,medium,beans,100% Arabica,Gwatemala,250,40
698,8.4,250 g,,espresso,medium,,,,250,33.6
699,15.98,1 kg,,espresso,dark,beans,65/35,,1000,15.98
700,12.9,1 kg,,espresso,dark,beans,35/65,,1000,12.9
701,23.8,1 kg,Natural,espresso,medium,beans,100% Arabica,Brazylia,1000,23.8
702,6,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,24
703,6.8,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,27.2
704,23.8,1 kg,Washed,espresso,medium,beans,100% Arabica,Brazylia,1000,23.8
705,6.8,250 g,Washed,espresso,medium,beans,100% Arabica,Brazylia,250,27.2
706,9.8,250 g,Washed,espresso,medium,beans,100% Arabica,Peru,250,39.2
707,3.58,250 g,,espresso,dark,ground,100% Arabica,,250,14.32
708,6.78,500 g,,espresso,dark,beans,100% Arabica,,500,13.56
709,3.18,250 g,,espresso,dark,ground,100% Arabica,,250,12.72
710,4,250 g,,espresso,dark,beans,100% Arabica,,250,16
711,3.4,250 g,,espresso,dark,beans,100% Arabica,,250,13.6
712,15,1 kg,,espresso,dark,beans,100% Arabica,Brazylia,1000,15
713,13.98,1 kg,,espresso,dark,beans,70/30,Brazylia,1000,13.98
714,15,1 kg,,espresso,dark,beans,100% Arabica,Kolumbia,1000,15
715,14.6,1 kg,,espresso,dark,beans,100% Arabica,Nikaragua,1000,14.6
716,20.2,500 g,Natural,espresso,dark,beans,100% Arabica,Salwador,500,40.4
717,19,500 g,Natural,espresso,dark,beans,100% Arabica,Etiopia,500,38
718,31.8,1 kg,,espresso,dark,beans,100% Arabica,Etiopia,1000,31.8
719,9.8,250 g,,espresso,dark,beans,100% Arabica,Etiopia,250,39.2
720,9.4,250 g,Washed,espresso,dark,beans,100% Arabica,Kolumbia,250,37.6
721,18,500 g,Washed,espresso,dark,beans,100% Arabica,Kolumbia,500,36
722,14.4,500 g,Washed,espresso,dark,beans,100% Arabica,Peru,500,28.8
723,4.98,250 g,,espresso,dark,ground,100% Arabica,,250,19.92
724,21.8,1 kg,,espresso,medium,beans,100% Arabica,,1000,21.8
725,6,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,24
726,6,250 g,Washed,espresso,medium,beans,100% Arabica,Kolumbia,250,24
727,21,1 kg,,espresso,dark,beans,100% Arabica,,1000,21
728,27,1 kg,,espresso,dark,beans,100% Arabica,,1000,27
729,14.98,1 kg,,espresso,medium,beans,80/20,,1000,14.98
730,9.6,250 g,Washed,espresso,medium,beans,100% Arabica,"Etiopia, Kolumbia",250,38.4
731,11.2,200 g,Natural,espresso,medium,beans,100% Arabica,Etiopia,200,56
732,23.8,500 g,Natural,espresso,medium,beans,100% Arabica,Etiopia,500,47.6
733,15,500 g,,espresso,medium,beans,100% Arabica,"Brazylia, Kolumbia",500,30
734,17.6,500 g,Washed,espresso,medium,beans,100% Arabica,Kolumbia,500,35.2
735,6.2,250 g,,espresso,medium,beans,,"Brazylia, Peru, Wietnam",250,24.8
736,9.4,250 g,Pulped natural,espresso,dark,beans,100% Arabica,Brazylia,250,37.6
737,6.3,250 g,Washed,espresso,medium,beans,100% Arabica,Gwatemala,250,25.2
738,12.8,250 g,Washed,espresso,medium,beans,100% Arabica,Kolumbia,250,51.2
739,5.8,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,23.2
740,5.8,250 g,Washed,espresso,medium,beans,100% Arabica,Kolumbia,250,23.2
741,33.8,250 g,,espresso,dark,ground,100% Arabica,,250,135.2
742,11.98,1 kg,,espresso,dark,beans,70/30,,1000,11.98
743,14.4,1 kg,,espresso,dark,beans,60/40,,1000,14.4
744,3.4,250 g,,espresso,dark,ground,30/70,,250,13.6
745,5.8,250 g,,espresso,dark,ground,70/30,,250,23.2
746,19,1 kg,,espresso,dark,beans,70/30,,1000,19
747,6.4,250 g,,espresso,dark,ground,100% Arabica,,250,25.6
748,21.8,1 kg,,espresso,dark,beans,100% Arabica,,1000,21.8
749,15.98,1 kg,,espresso,medium,beans,90/10,,1000,15.98
750,15.8,500 g,,espresso,medium,beans,100% Arabica,"Peru, Etiopia",500,31.6
751,14.8,500 g,,espresso,medium,beans,85/15,,500,29.6
752,5.98,250 g,Washed,espresso,dark,beans,100% Arabica,Brazylia,250,23.92
753,11,250 g,Washed,espresso,medium,beans,100% Arabica,Gwatemala,250,44
754,9.75,500 g,,espresso,medium,beans,100% Arabica,,500,19.5
755,7.5,250 g,Washed,espresso,medium,beans,100% Arabica,Peru,250,30
756,7.98,500 g,,espresso,medium,beans,60/40,,500,15.96
757,9.98,500 g,,espresso,medium,beans,80/20,,500,19.96
758,29.8,1 kg,Natural,espresso,medium,beans,100% Arabica,"Etiopia, Brazylia",1000,29.8
759,3.98,250 g,,espresso,medium,ground,100% Arabica,,250,15.92
760,9.4,250 g,,espresso,medium,beans,100% Arabica,,250,37.6
761,9.4,250 g,,espresso,medium,beans,100% Arabica,"Brazylia, Gwatemala, Kostaryka",250,37.6
762,6.3,250 g,,espresso,dark,beans,100% Arabica,,250,25.2
763,6.4,250 g,,espresso,dark,beans,100% Arabica,,250,25.6
764,4,250 g,,espresso,medium,beans,100% Arabica,"Etiopia, Kolumbia",250,16
765,19.62,1 kg,Pulped natural,espresso,medium,beans,100% Arabica,Brazylia,1000,19.62
766,4.8,250 g,Pulped natural,espresso,medium,beans,100% Arabica,Brazylia,250,19.2
767,14.25,1 kg,Washed,espresso,medium,beans,100% Arabica,Kolumbia,1000,14.25
768,12.46,1 kg,Natural,espresso,medium,beans,100% Arabica,Etiopia,1000,12.46
769,4.25,250 g,Natural,espresso,medium,beans,100% Arabica,Etiopia,250,17
770,4.9,250 g,Washed,espresso,medium,beans,100% Arabica,Etiopia,250,19.6
771,16.8,1 kg,Natural,espresso,medium,beans,100% Arabica,"Etiopia, Brazylia",1000,16.8
772,5.25,250 g,Natural,espresso,medium,beans,100% Arabica,"Etiopia, Brazylia",250,21
773,15.2,1 kg,Natural,espresso,medium,beans,100% Arabica,"Etiopia, Brazylia, Kolumbia",1000,15.2
774,19.8,1 kg,Natural,espresso,medium,beans,100% Arabica,Brazylia,1000,19.8
775,5.8,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,23.2
776,16.66,1 kg,,espresso,medium,beans,100% Arabica,"Brazylia, Gwatemala, Etiopia",1000,16.66
777,20.64,1 kg,Natural,espresso,medium,beans,100% Arabica,Brazylia,1000,20.64
778,13.8,500 g,,espresso,dark,beans,84/16,,500,27.6
779,4.4,250 g,,espresso,dark,ground,95/5,,250,17.6
780,3.8,250 g,,espresso,dark,ground,95/5,,250,15.2
781,4.4,250 g,,espresso,dark,ground,70/30,,250,17.6
782,3.78,250 g,,espresso,dark,ground,80/20,,250,15.12
783,15,1 kg,,espresso,medium,beans,100% Arabica,Brazylia,1000,15
784,3.58,250 g,,espresso,medium,beans,100% Arabica,,250,14.32
785,11,1 kg,,espresso,dark,beans,40/60,,1000,11
786,11,1 kg,,espresso,medium,beans,30/70,,1000,11
787,15,1 kg,,espresso,medium,beans,,,1000,15
788,12.98,1 kg,,espresso,dark,beans,70/30,,1000,12.98
789,9.8,1 kg,,espresso,dark,,100% Robusta,,1000,9.8
790,9.8,1 kg,,espresso,dark,beans,,,1000,9.8
791,5.98,250 g,Washed,espresso,dark,beans,100% Arabica,Brazylia,250,23.92
792,9.8,250 g,Natural,espresso,dark,beans,100% Arabica,Etiopia,250,39.2
793,5.98,250 g,,espresso,dark,beans,100% Arabica,"Etiopia, Gwatemala",250,23.92
794,5.98,250 g,,espresso,dark,beans,75/25,"Salwador, Indie",250,23.92
795,17.98,1 kg,,espresso,dark,beans,80/20,,1000,17.98
796,13.98,1 kg,,espresso,dark,beans,40/60,,1000,13.98
797,21,1 kg,,espresso,dark,beans,100% Arabica,,1000,21
798,6.08,250 g,,espresso,dark,beans,100% Arabica,,250,24.32
799,21.8,1 kg,,espresso,medium,beans,80/20,,1000,21.8
800,3.58,250 g,,espresso,dark,ground,90/10,,250,14.32
801,33.8,1 kg,,espresso,dark,beans,100% Arabica,,1000,33.8
802,23.66,1 kg,,espresso,dark,beans,100% Arabica,,1000,23.66
803,5.2,250 g,,espresso,medium,beans,100% Arabica,"Brazylia, Honduras",250,20.8
804,5.2,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,20.8
805,71.88,1 kg,,espresso,dark,beans,100% Arabica,,1000,71.88
806,74.29,1 kg,,espresso,dark,beans,60/40,,1000,74.29
807,7.4,250 g,Experimental,espresso,medium,beans,100% Arabica,Uganda,250,29.6
808,4.2,250 g,,espresso,dark,ground,,,250,16.8
809,4.2,250 g,,espresso,dark,ground,,,250,16.8
810,5,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,20
811,6,250 g,,espresso,dark,ground,80/20,,250,24
812,8.2,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,32.8
813,6.15,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,24.6
814,7,250 g,,espresso,dark,beans,100% Arabica,,250,28
815,22.2,1 kg,,espresso,medium,beans,100% Arabica,"Brazylia, Gwatemala",1000,22.2
816,5.04,250 g,,espresso,medium,beans,100% Arabica,"Peru, Gwatemala",250,20.16
817,8.8,250 g,,espresso,medium,,,,250,35.2
818,10.6,250 g,,espresso,medium,,100% Arabica,"Brazylia, Kostaryka, Nikaragua",250,42.4
819,7.38,500 g,,espresso,dark,beans,80/20,,500,14.76
820,11.58,1 kg,,espresso,dark,beans,60/40,,1000,11.58
821,13.98,1 kg,,espresso,dark,beans,100% Arabica,"Honduras, Kolumbia, Peru",1000,13.98
822,7,250 g,,espresso,dark,beans,100% Arabica,,250,28
823,7.2,250 g,Washed,espresso,dark,ground,100% Arabica,Brazylia,250,28.8
824,6.2,250 g,,espresso,dark,beans,78/22,"Brazylia, Indie",250,24.8
825,6.8,250 g,,espresso,dark,ground,85/15,,250,27.2
826,7.2,250 g,Washed,espresso,dark,ground,100% Arabica,Brazylia,250,28.8
827,13.4,500 g,Washed,espresso,dark,beans,100% Arabica,Brazylia,500,26.8
828,23.8,1 kg,,espresso,dark,beans,100% Arabica,"Brazylia, Indie",1000,23.8
829,7,250 g,,espresso,dark,beans,100% Arabica,"Brazylia, Indie",250,28
830,7.6,250 g,Washed,espresso,dark,ground,100% Arabica,Peru,250,30.4
831,12.4,500 g,,espresso,dark,beans,75/25,"Salwador, Indie",500,24.8
832,14,500 g,,espresso,dark,beans,100% Arabica,Brazylia,500,28
833,11.6,250 g,Washed,espresso,medium,beans,100% Arabica,Burundi,250,46.4
834,11.4,250 g,Washed,espresso,medium,beans,100% Arabica,Kolumbia,250,45.6
835,12.4,250 g,Anaerobic,espresso,medium,beans,100% Arabica,Kolumbia,250,49.6
836,4.5,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,18
837,3.8,250 g,,espresso,dark,ground,55/45,,250,15.2
838,8.6,250 g,Red Honey,espresso,medium,beans,100% Robusta,Laos,250,34.4
839,6.4,200 g,,espresso,medium,beans,100% Arabica,"Brazylia, Kolumbia",200,32
840,7.2,200 g,Washed,espresso,medium,beans,100% Arabica,Kolumbia,200,36
841,5.04,200 g,Washed,espresso,medium,beans,100% Arabica,Kolumbia,200,25.2
842,7.84,200 g,Natural,espresso,medium,beans,100% Arabica,Etiopia,200,39.2
843,7.4,250 g,Natural,espresso,medium,beans,100% Arabica,Brazylia,250,29.6
844,10.4,250 g,Washed,espresso,medium,beans,100% Arabica,Papua Nowa Gwinea,250,41.6
845,8.4,250 g,Washed,espresso,medium,beans,100% Arabica,Gwatemala,250,33.6
846,18,1 kg,,espresso,medium,beans,100% Arabica,"Brazylia, Honduras",1000,18
847,18,1 kg,Natural,espresso,medium,beans,100% Arabica,Brazylia,1000,18
848,11.6,250 g,Washed,espresso,medium,beans,100% Arabica,Kolumbia,250,46.4
849,12.6,250 g,Washed,espresso,medium,beans,100% Arabica,Meksyk,250,50.4
850,5.6,250 g,,espresso,dark,beans,90/10,,250,22.4
851,5.98,250 g,,espresso,medium,beans,100% Arabica,,250,23.92
852,5.18,250 g,,espresso,medium,beans,80/20,,250,20.72
853,19.98,1 kg,,espresso,medium,beans,80/20,,1000,19.98
854,5.18,250 g,,espresso,dark,ground,100% Arabica,,250,20.72
855,3.98,250 g,,espresso,dark,ground,100% Arabica,,250,15.92
856,109,6x 1 kg,,,,,,,6000,18.17
857,99,6 sztuk,,,,,,,6000,16.5
858,109,6x 1 kg,,,,,,,6000,18.17
859,11.4,250 g,Honey + Anaerobic,,light,beans,100% Arabica,Brazylia,250,45.6
860,5.98,250 g,,,dark,ground,100% Arabica,,250,23.92
861,7.8,200 g,Natural,,,beans,,Panama,200,39
862,6.6,90 g,,,,,,Gwatemala,90,73.33
863,10,200 g,Natural,,,beans,,Panama,200,50
864,7.2,200 g,,,,,,Nikaragua,200,36
865,25,1 kg,Washed,,light,beans,100% Arabica,Gwatemala,1000,25
866,7.4,250 g,Washed,,light,beans,100% Arabica,Gwatemala,250,29.6
