,process,brewing_method,roast,grind,origin,price_per_kg,percentage_of_arabica,pure_arabica,roast_brew,Washed,Natural,Fermented_traditional,Fermented_closedtank,process_general,region_of_origin
426,Washed,"drip, espresso",medium,beans,Kolumbia,21.6,100,True,"medium_drip, espresso",True,False,False,False,Washed,Latam
427,Washed,"drip, espresso",medium,beans,Gwatemala,19.2,100,True,"medium_drip, espresso",True,False,False,False,Washed,Latam
428,Washed,"drip, espresso",light,beans,Kenia,48.0,100,True,"light_drip, espresso",True,False,False,False,Washed,Africa
429,Anaerobic natural,"drip, espresso",medium,beans,Brazylia,41.6,100,True,"medium_drip, espresso",False,True,False,True,Fermented,Latam
430,Washed,"drip, espresso",medium,beans,Kolumbia,49.6,100,True,"medium_drip, espresso",True,False,False,False,Washed,Latam
431,Natural,"drip, espresso",medium,beans,Kolumbia,46.4,100,True,"medium_drip, espresso",False,True,False,False,Natural,Latam
432,Washed,"drip, espresso",medium,beans,Nikaragua,42.12,100,True,"medium_drip, espresso",True,False,False,False,Washed,Latam
433,Washed,"drip, espresso",medium,beans,Burundi,53.6,100,True,"medium_drip, espresso",True,False,False,False,Washed,Africa
434,Natural,"drip, espresso",medium,beans,Brazylia,39.2,100,True,"medium_drip, espresso",False,True,False,False,Natural,Latam
435,Honey,"drip, espresso",medium,beans,Gwatemala,49.6,100,True,"medium_drip, espresso",True,True,True,False,Honey,Latam
436,Natural,"drip, espresso",medium,beans,Gwatemala,58.4,100,True,"medium_drip, espresso",False,True,False,False,Natural,Latam
437,Washed,"drip, espresso",medium,beans,Kenia,56.0,100,True,"medium_drip, espresso",True,False,False,False,Washed,Africa
438,Washed,"drip, espresso",medium,beans,Rwanda,49.6,100,True,"medium_drip, espresso",True,False,False,False,Washed,Africa
439,Honey,"drip, espresso",medium,beans,Indonezja,45.6,100,True,"medium_drip, espresso",True,True,True,False,Honey,Asia
440,Washed,"drip, espresso",medium,beans,Etiopia,65.6,100,True,"medium_drip, espresso",True,False,False,False,Washed,Africa
441,Natural,"drip, espresso",medium,beans,Etiopia,78.4,100,True,"medium_drip, espresso",False,True,False,False,Natural,Africa
443,Washed and natural,"drip, espresso",medium,beans,Kolumbia,64.0,100,True,"medium_drip, espresso",True,True,False,False,Hybrid,Latam
444,Honey,"drip, espresso",medium,beans,Salwador,46.4,100,True,"medium_drip, espresso",True,True,True,False,Honey,Latam
445,Natural,"drip, espresso",medium,beans,Salwador,59.0,100,True,"medium_drip, espresso",False,True,False,False,Natural,Latam
446,Washed,"drip, espresso",medium,beans,Etiopia,36.8,100,True,"medium_drip, espresso",True,False,False,False,Washed,Africa
447,Honey,"drip, espresso",medium,beans,Salwador,34.8,100,True,"medium_drip, espresso",True,True,True,False,Honey,Latam
448,Fermentacja kontrolowana,"drip, espresso",medium,beans,Brazylia,40.0,100,True,"medium_drip, espresso",False,False,True,False,Fermented,Latam
449,Natural,"drip, espresso",medium,beans,Rwanda,33.6,100,True,"medium_drip, espresso",False,True,False,False,Natural,Africa
450,Natural,espresso,medium,beans,Uganda,27.8,100,True,medium_espresso,False,True,False,False,Natural,Africa
451,Natural,espresso,medium,beans,Uganda,34.4,100,True,medium_espresso,False,True,False,False,Natural,Africa
452,Pulped natural,espresso,medium,beans,"Brazylia, Indie",31.6,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
453,Rum Aged,espresso,medium,beans,Italy,19.8,85,False,medium_espresso,False,False,False,False,Fermented,Europe
454,Rum Aged,espresso,medium,beans,Italy,25.6,85,False,medium_espresso,False,False,False,False,Fermented,Europe
455,Pulped natural,espresso,medium,beans,"Brazylia, Indie",26.0,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
456,Natural,espresso,medium,beans,Kenia,15.8,50,False,medium_espresso,False,True,False,False,Natural,Africa
457,Semi-Washed Kombucha Experiment,espresso,medium,beans,Italy,19.8,75,False,medium_espresso,True,False,False,True,Fermented,Europe
458,Semi-Washed Kombucha Experiment,espresso,medium,beans,Italy,25.52,75,False,medium_espresso,True,False,False,True,Fermented,Europe
459,Pulped natural,espresso,medium,beans,"Brazylia, Indie",25.0,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
460,Pulped natural,espresso,medium,beans,"Brazylia, Indie",28.8,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
461,Washed,espresso,medium,beans,Peru,30.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
462,Semi-Carbonic Maceration,espresso,medium,ground,"Brazylia, Kolumbia",28.0,100,True,medium_espresso,False,False,False,False,Fermented,Latam
463,Pulped natural,espresso,medium,beans,"Brazylia, Indie",21.8,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
464,Washed,espresso,medium,beans,Italy,23.2,100,True,medium_espresso,True,False,False,False,Washed,Europe
465,Natural,espresso,medium,beans,Brazylia,24.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
466,Washed,espresso,medium,beans,Demokratyczna Republika Konga,24.0,100,True,medium_espresso,True,False,False,False,Washed,Africa
467,Washed,espresso,medium,beans,Demokratyczna Republika Konga,24.8,100,True,medium_espresso,True,False,False,False,Washed,Africa
468,Washed,espresso,medium,beans,Peru,31.6,100,True,medium_espresso,True,False,False,False,Washed,Latam
469,Washed,espresso,medium,beans,Peru,40.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
470,Natural,espresso,medium,beans,Brazylia,20.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
471,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",18.4,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
472,Pulped natural,espresso,medium,beans,"Etiopia, Brazylia",19.68,50,False,medium_espresso,True,True,False,False,Hybrid,Mixed
473,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.12,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
474,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.92,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
475,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",17.8,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
476,Natural,espresso,medium,beans,Kenia,27.6,60,False,medium_espresso,False,True,False,False,Natural,Africa
477,Washed,espresso,medium,beans,"Brazylia, Burundi, Peru",32.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
478,Natural,espresso,dark,beans,"Etiopia, Brazylia",12.98,80,False,dark_espresso,False,True,False,False,Natural,Mixed
479,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",15.98,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
480,Natural,espresso,medium,beans,Brazylia,21.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
481,Natural,espresso,medium,beans,Brazylia,22.4,100,True,medium_espresso,False,True,False,False,Natural,Latam
482,Natural,espresso,medium,beans,Brazylia,25.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
483,Natural,espresso,medium,beans,Brazylia,28.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
484,Natural,espresso,medium,beans,"Etiopia, Brazylia",29.6,100,True,medium_espresso,False,True,False,False,Natural,Mixed
485,Semi-washed,espresso,dark,beans,Italy,19.98,100,True,dark_espresso,True,False,True,False,Semi-washed,Europe
486,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",17.98,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
487,Washed,espresso,medium,beans,"Salwador, Nikaragua",37.6,100,True,medium_espresso,True,False,False,False,Washed,Latam
488,Natural,espresso,dark,beans,Panama,18.4,60,False,dark_espresso,False,True,False,False,Natural,Latam
489,Natural,espresso,medium,beans,Brazylia,25.6,100,True,medium_espresso,False,True,False,False,Natural,Latam
490,Washed,espresso,medium,beans,Gwatemala,26.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
491,Washed,espresso,medium,beans,Gwatemala,28.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
492,Washed,espresso,medium,beans,Gwatemala,20.8,100,True,medium_espresso,True,False,False,False,Washed,Latam
493,Semi-Washed Kombucha Experiment,espresso,dark,ground,Brazylia,15.96,100,True,dark_espresso,True,False,False,True,Fermented,Latam
494,Rum Aged,espresso,dark,ground,"Brazylia, Indie",28.0,80,False,dark_espresso,False,False,False,False,Fermented,Mixed
495,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.8,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
496,Rum Aged,espresso,dark,beans,"Peru, Gwatemala",13.8,75,False,dark_espresso,False,False,False,False,Fermented,Latam
497,Rum Aged,espresso,dark,beans,"Peru, Gwatemala",11.8,75,False,dark_espresso,False,False,False,False,Fermented,Latam
498,Rum Aged,espresso,dark,beans,"Peru, Gwatemala",14.0,75,False,dark_espresso,False,False,False,False,Fermented,Latam
499,Natural,espresso,dark,beans,Panama,22.0,90,False,dark_espresso,False,True,False,False,Natural,Latam
500,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",15.2,100,True,dark_espresso,True,False,False,False,Washed,Mixed
501,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",25.0,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
502,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",22.8,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
503,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.6,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
504,Washed,espresso,medium,beans,"Etiopia, Kolumbia",17.8,100,True,medium_espresso,True,False,False,False,Washed,Mixed
505,Washed,espresso,medium,beans,"Etiopia, Kolumbia",20.0,100,True,medium_espresso,True,False,False,False,Washed,Mixed
506,Pulped natural,espresso,medium,beans,Brazylia,21.8,100,True,medium_espresso,True,True,False,False,Hybrid,Latam
507,Pulped natural,espresso,medium,beans,Brazylia,25.6,100,True,medium_espresso,True,True,False,False,Hybrid,Latam
508,Washed,espresso,medium,beans,Kolumbia,19.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
509,Washed,espresso,medium,beans,Kolumbia,21.6,100,True,medium_espresso,True,False,False,False,Washed,Latam
510,Natural,espresso,medium,beans,Etiopia,17.8,100,True,medium_espresso,False,True,False,False,Natural,Africa
511,Natural,espresso,medium,beans,Etiopia,20.0,100,True,medium_espresso,False,True,False,False,Natural,Africa
512,Washed,espresso,medium,beans,Etiopia,24.0,100,True,medium_espresso,True,False,False,False,Washed,Africa
513,Washed,espresso,medium,beans,Etiopia,28.0,100,True,medium_espresso,True,False,False,False,Washed,Africa
514,Natural,espresso,medium,beans,"Etiopia, Brazylia",24.0,100,True,medium_espresso,False,True,False,False,Natural,Mixed
515,Natural,espresso,medium,beans,"Etiopia, Brazylia",28.0,100,True,medium_espresso,False,True,False,False,Natural,Mixed
516,Natural,espresso,medium,beans,"Etiopia, Brazylia, Kolumbia",19.0,100,True,medium_espresso,False,True,False,False,Natural,Mixed
517,Natural,espresso,medium,beans,"Etiopia, Brazylia",21.6,100,True,medium_espresso,False,True,False,False,Natural,Mixed
518,Natural,espresso,dark,beans,"Etiopia, Brazylia, Kolumbia",19.0,100,True,dark_espresso,False,True,False,False,Natural,Mixed
519,Natural,espresso,dark,beans,"Etiopia, Brazylia, Kolumbia",21.6,100,True,dark_espresso,False,True,False,False,Natural,Mixed
520,Natural,espresso,medium,beans,"Etiopia, Brazylia",17.28,100,True,medium_espresso,False,True,False,False,Natural,Mixed
521,Pulped natural,espresso,medium,beans,"Brazylia, Indie",31.8,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
522,Semi-Carbonic Maceration,espresso,dark,beans,"Brazylia, Etiopia",29.8,100,True,dark_espresso,False,False,False,False,Fermented,Mixed
523,Semi-Carbonic Maceration,espresso,dark,beans,"Brazylia, Etiopia",31.2,100,True,dark_espresso,False,False,False,False,Fermented,Mixed
524,Pulped natural,espresso,medium,beans,Brazylia,25.0,100,True,medium_espresso,True,True,False,False,Hybrid,Latam
525,Pulped natural,espresso,medium,beans,Brazylia,31.2,100,True,medium_espresso,True,True,False,False,Hybrid,Latam
526,Natural,espresso,medium,ground,Brazylia,31.2,100,True,medium_espresso,False,True,False,False,Natural,Latam
527,Natural,espresso,medium,beans,Brazylia,19.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
528,Natural,espresso,medium,beans,Brazylia,22.4,100,True,medium_espresso,False,True,False,False,Natural,Latam
529,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Indie",17.6,80,False,dark_espresso,True,False,False,True,Fermented,Mixed
530,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Indie",19.2,80,False,dark_espresso,True,False,False,True,Fermented,Mixed
531,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Indie",18.4,80,False,dark_espresso,True,False,False,True,Fermented,Mixed
532,Washed,espresso,medium,beans,"Brazylia, Gwatemala, Etiopia",23.8,100,True,medium_espresso,True,False,False,False,Washed,Mixed
533,Washed,espresso,medium,beans,"Brazylia, Gwatemala, Etiopia",25.6,100,True,medium_espresso,True,False,False,False,Washed,Mixed
534,Washed,espresso,medium,beans,"Brazylia, Gwatemala, Etiopia",24.8,100,True,medium_espresso,True,False,False,False,Washed,Mixed
535,Natural,espresso,medium,beans,Brazylia,19.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
536,Natural,espresso,medium,beans,Brazylia,20.4,100,True,medium_espresso,False,True,False,False,Natural,Latam
537,Natural,espresso,medium,beans,Brazylia,25.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
538,Natural,espresso,medium,beans,Brazylia,28.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
539,Washed,espresso,medium,beans,Gwatemala,25.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
540,Washed and natural,espresso,medium,beans,Etiopia,31.0,100,True,medium_espresso,True,True,False,False,Hybrid,Africa
541,Washed and natural,espresso,medium,beans,Etiopia,33.6,100,True,medium_espresso,True,True,False,False,Hybrid,Africa
542,Washed,espresso,medium,beans,"Brazylia, Gwatemala",23.6,100,True,medium_espresso,True,False,False,False,Washed,Latam
543,Washed,espresso,medium,beans,"Brazylia, Gwatemala",25.6,100,True,medium_espresso,True,False,False,False,Washed,Latam
544,Washed,espresso,medium,beans,"Brazylia, Gwatemala",24.0,100,True,medium_espresso,True,False,False,False,Washed,Latam
545,Washed,espresso,medium,beans,Gwatemala,45.24,100,True,medium_espresso,True,False,False,False,Washed,Latam
546,Semi-Carbonic Maceration,espresso,dark,beans,Brazylia,23.2,100,True,dark_espresso,False,False,False,False,Fermented,Latam
547,Washed,espresso,dark,beans,Kolumbia,28.0,100,True,dark_espresso,True,False,False,False,Washed,Latam
548,Semi-Carbonic Maceration,espresso,dark,beans,Etiopia,23.92,100,True,dark_espresso,False,False,False,False,Fermented,Africa
549,Washed,espresso,dark,beans,Gwatemala,23.92,100,True,dark_espresso,True,False,False,False,Washed,Latam
550,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",23.12,100,True,dark_espresso,True,False,False,False,Washed,Mixed
551,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",23.12,100,True,dark_espresso,True,False,False,False,Washed,Mixed
552,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",23.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
553,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.92,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
554,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",23.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
555,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.12,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
556,Natural,espresso,dark,beans,Panama,22.32,92,False,dark_espresso,False,True,False,False,Natural,Latam
557,Natural,espresso,dark,beans,Panama,17.8,92,False,dark_espresso,False,True,False,False,Natural,Latam
558,Natural,espresso,dark,beans,Panama,19.18,90,False,dark_espresso,False,True,False,False,Natural,Latam
559,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",15.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
560,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",14.32,100,True,dark_espresso,True,False,False,False,Washed,Mixed
561,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",12.98,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
562,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",14.32,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
563,Pulped natural,espresso,dark,ground,Indonezja,11.92,50,False,dark_espresso,True,True,False,False,Hybrid,Asia
564,Natural,espresso,dark,beans,Panama,10.98,50,False,dark_espresso,False,True,False,False,Natural,Latam
565,Natural,espresso,dark,beans,Panama,11.92,50,False,dark_espresso,False,True,False,False,Natural,Latam
566,Rum Aged,espresso,dark,ground,"Brazylia, Indie",12.72,80,False,dark_espresso,False,False,False,False,Fermented,Mixed
567,Natural,espresso,dark,beans,"Etiopia, Brazylia",12.98,80,False,dark_espresso,False,True,False,False,Natural,Mixed
568,Natural,espresso,dark,beans,"Etiopia, Brazylia",13.52,80,False,dark_espresso,False,True,False,False,Natural,Mixed
569,Natural,espresso,dark,beans,Panama,7.8,50,False,dark_espresso,False,True,False,False,Natural,Latam
570,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",13.98,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
571,Natural,espresso,dark,beans,"Honduras, Kolumbia, Peru",13.98,70,False,dark_espresso,False,True,False,False,Natural,Latam
572,Natural,espresso,dark,beans,Panama,15.4,90,False,dark_espresso,False,True,False,False,Natural,Latam
573,Natural,espresso,medium,beans,Etiopia,31.8,100,True,medium_espresso,False,True,False,False,Natural,Africa
574,Natural,espresso,medium,beans,Etiopia,39.2,100,True,medium_espresso,False,True,False,False,Natural,Africa
575,Pulped natural,espresso,medium,beans,"Brazylia, Indie",13.8,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
576,Pulped natural,espresso,medium,beans,"Etiopia, Brazylia",12.38,50,False,medium_espresso,True,True,False,False,Hybrid,Mixed
577,Pulped natural,espresso,medium,beans,"Brazylia, Indie",12.38,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
578,Pulped natural,espresso,medium,beans,"Etiopia, Brazylia",12.38,50,False,medium_espresso,True,True,False,False,Hybrid,Mixed
579,Pulped natural,espresso,medium,beans,"Etiopia, Brazylia",12.38,50,False,medium_espresso,True,True,False,False,Hybrid,Mixed
580,Pulped natural,espresso,medium,beans,"Brazylia, Indie",12.98,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
581,Pulped natural,espresso,medium,beans,"Brazylia, Indie",12.76,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
582,Natural,espresso,dark,beans,Panama,9.58,50,False,dark_espresso,False,True,False,False,Natural,Latam
583,Natural,espresso,dark,beans,Panama,10.4,40,False,dark_espresso,False,True,False,False,Natural,Latam
584,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",11.12,30,False,dark_espresso,True,False,False,False,Washed,Mixed
585,Natural,espresso,dark,beans,Panama,10.98,60,False,dark_espresso,False,True,False,False,Natural,Latam
586,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",10.98,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
587,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",15.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
588,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",15.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
589,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",13.58,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
590,Pulped natural,espresso,dark,ground,"Kenia, Indie",11.92,40,False,dark_espresso,True,True,False,False,Hybrid,Mixed
591,Natural,espresso,dark,beans,Panama,11.92,40,False,dark_espresso,False,True,False,False,Natural,Latam
592,Natural,espresso,dark,beans,Panama,11.96,40,False,dark_espresso,False,True,False,False,Natural,Latam
593,Natural,espresso,dark,beans,Panama,9.98,40,False,dark_espresso,False,True,False,False,Natural,Latam
594,Natural,espresso,dark,beans,Panama,12.98,90,False,dark_espresso,False,True,False,False,Natural,Latam
595,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Indie",19.98,78,False,dark_espresso,True,False,False,True,Fermented,Mixed
596,Natural,espresso,dark,beans,Panama,18.4,85,False,dark_espresso,False,True,False,False,Natural,Latam
597,Natural,espresso,dark,beans,Panama,23.92,85,False,dark_espresso,False,True,False,False,Natural,Latam
598,Washed,espresso,dark,beans,Peru,23.92,100,True,dark_espresso,True,False,False,False,Washed,Latam
599,Natural,espresso,dark,beans,Salwador,35.8,100,True,dark_espresso,False,True,False,False,Natural,Latam
600,Natural,espresso,dark,beans,Salwador,41.6,100,True,dark_espresso,False,True,False,False,Natural,Latam
601,Washed,espresso,dark,beans,Etiopia,28.72,100,True,dark_espresso,True,False,False,False,Washed,Africa
602,Washed,espresso,dark,ground,Etiopia,28.72,100,True,dark_espresso,True,False,False,False,Washed,Africa
603,Washed,espresso,dark,beans,Etiopia,26.36,100,True,dark_espresso,True,False,False,False,Washed,Africa
604,Washed,espresso,dark,beans,"Etiopia, Gwatemala",23.98,100,True,dark_espresso,True,False,False,False,Washed,Mixed
605,Washed,espresso,dark,beans,"Etiopia, Gwatemala",26.36,100,True,dark_espresso,True,False,False,False,Washed,Mixed
606,Washed,espresso,dark,beans,"Salwador, Indie",19.98,75,False,dark_espresso,True,False,False,False,Washed,Mixed
607,Semi-Carbonic Maceration,espresso,dark,beans,Brazylia,20.2,100,True,dark_espresso,False,False,False,False,Fermented,Latam
608,Natural,espresso,dark,beans,Salwador,37.36,100,True,dark_espresso,False,True,False,False,Natural,Latam
609,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",23.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
610,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",23.92,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
611,Rum Aged,espresso,dark,ground,"Brazylia, Indie",23.92,80,False,dark_espresso,False,False,False,False,Fermented,Mixed
612,Natural,espresso,dark,beans,"Etiopia, Brazylia",23.92,80,False,dark_espresso,False,True,False,False,Natural,Mixed
613,Natural,espresso,dark,beans,Panama,13.98,60,False,dark_espresso,False,True,False,False,Natural,Latam
614,Natural,espresso,dark,beans,Panama,21.8,90,False,dark_espresso,False,True,False,False,Natural,Latam
615,Natural,espresso,dark,beans,Panama,11.0,60,False,dark_espresso,False,True,False,False,Natural,Latam
616,Natural,espresso,dark,beans,Panama,16.4,55,False,dark_espresso,False,True,False,False,Natural,Latam
617,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",24.8,100,True,dark_espresso,True,False,False,False,Washed,Mixed
618,Natural,espresso,dark,beans,Panama,19.8,60,False,dark_espresso,False,True,False,False,Natural,Latam
619,Natural,espresso,medium,beans,Kenia,13.98,70,False,medium_espresso,False,True,False,False,Natural,Africa
620,Natural,espresso,medium,beans,Kenia,11.58,80,False,medium_espresso,False,True,False,False,Natural,Africa
621,Natural,espresso,medium,beans,Kenia,12.8,80,False,medium_espresso,False,True,False,False,Natural,Africa
622,Rum Aged,espresso,medium,ground,Indonezja,15.12,70,False,medium_espresso,False,False,False,False,Fermented,Asia
623,Pulped natural,espresso,medium,ground,"Etiopia, Kolumbia",11.36,60,False,medium_espresso,True,True,False,False,Hybrid,Mixed
624,Semi-Carbonic Maceration,espresso,medium,ground,"Brazylia, Kolumbia",23.92,100,True,medium_espresso,False,False,False,False,Fermented,Latam
625,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",19.92,100,True,dark_espresso,True,False,False,False,Washed,Mixed
626,Washed,espresso,medium,beans,"Brazylia, Peru",27.2,100,True,medium_espresso,True,False,False,False,Washed,Latam
627,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",39.2,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
628,Natural,espresso,medium,beans,Rwanda,22.9,100,True,medium_espresso,False,True,False,False,Natural,Africa
630,Natural,espresso,dark,beans,Panama,59.88,40,False,dark_espresso,False,True,False,False,Natural,Latam
632,Natural,espresso,dark,beans,Panama,59.88,40,False,dark_espresso,False,True,False,False,Natural,Latam
633,Natural,espresso,dark,beans,Panama,87.6,90,False,dark_espresso,False,True,False,False,Natural,Latam
634,Natural,espresso,medium,beans,"Brazylia, Kostaryka, Nikaragua",27.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
635,Pulped natural,espresso,medium,beans,"Brazylia, Indie",26.0,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
636,Pulped natural,espresso,medium,beans,"Brazylia, Indie",23.8,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
637,Pulped natural,espresso,medium,beans,"Brazylia, Indie",22.8,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
638,Washed,espresso,medium,beans,"Kenia, Indie",29.8,100,True,medium_espresso,True,False,False,False,Washed,Mixed
639,Natural,espresso,medium,beans,Brazylia,22.4,100,True,medium_espresso,False,True,False,False,Natural,Latam
640,Natural,espresso,medium,beans,Brazylia,19.8,100,True,medium_espresso,False,True,False,False,Natural,Latam
641,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",16.8,30,False,dark_espresso,True,False,False,False,Washed,Mixed
642,Natural,espresso,dark,beans,Panama,18.0,50,False,dark_espresso,False,True,False,False,Natural,Latam
643,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",15.2,100,True,dark_espresso,True,False,False,False,Washed,Mixed
644,Semi-Carbonic Maceration,espresso,medium,ground,"Brazylia, Kolumbia",13.6,100,True,medium_espresso,False,False,False,False,Fermented,Latam
645,Washed,espresso,dark,ground,"Brazylia, Peru, Wietnam",13.6,30,False,dark_espresso,True,False,False,False,Washed,Mixed
646,Pulped natural,espresso,dark,ground,Indonezja,16.8,50,False,dark_espresso,True,True,False,False,Hybrid,Asia
647,Natural,espresso,dark,beans,Panama,18.0,50,False,dark_espresso,False,True,False,False,Natural,Latam
648,Natural,espresso,dark,beans,Panama,13.18,30,False,dark_espresso,False,True,False,False,Natural,Latam
649,Semi-Washed Kombucha Experiment,espresso,dark,beans,"Brazylia, Tanzania",17.98,100,True,dark_espresso,True,False,False,True,Fermented,Mixed
650,Natural,espresso,dark,beans,Panama,15.98,60,False,dark_espresso,False,True,False,False,Natural,Latam
651,Rum Aged,espresso,dark,beans,"Peru, Gwatemala",17.18,75,False,dark_espresso,False,False,False,False,Fermented,Latam
652,Natural,espresso,dark,beans,Panama,11.98,10,False,dark_espresso,False,True,False,False,Natural,Latam
653,Natural,espresso,medium,beans,Brazylia,32.0,100,True,medium_espresso,False,True,False,False,Natural,Latam
654,Pulped natural,espresso,medium,beans,"Brazylia, Indie",27.2,100,True,medium_espresso,True,True,False,False,Hybrid,Mixed
655,Washed,espresso,medium,beans,Chiny,28.0,100,True,medium_espresso,True,False,False,False,Washed,Asia
656,Washed,espresso,medium,beans,Kolumbia,25.6,100,True,medium_espresso,True,False,False,False,Washed,Latam
657,Natural,espresso,medium,beans,Brazylia,20.4,100,True,medium_espresso,False,True,False,False,Natural,Latam
658,Natural,espresso,medium,beans,Brazylia,18.4,100,True,medium_espresso,False,True,False,False,Natural,Latam
659,Natural,espresso,medium,beans,Brazylia,21.6,100,True,medium_espresso,False,True,False,False,Natural,Latam
